Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Toyoda,suv,6,2000,"89,522 SAR",2004,"54,666 SAR",27582000mts,11.4,2WD,standard,Jeddah,4,2,Black,individual,0
Wolksvagon,SEDAN,4,2005,"65,893 SAR",2006,"59,865 SAR",42254,17.28,2WD,standard,RYD,9,2,Black,individual,1
Fourd,sedan,4,2001,"71,021 SAR",2009,"17,306 SAR",294230,8.42,2WD,standard,Medina,4,1,White,company,0
Fourd,suv,4,2005,,2011,"72,465 SAR",58263,6.06,2WD,premium,Dammam,10,2,Red,individual,1
Nesshan,CROSSOVER,4,1998,"57,364 SAR",2005,"31,471 SAR",274333,18.81,2WD,standard,Medina,-3,2,Black,company,0
BeEmW,crossover,4,1993,"122,202 SAR",1993,"83,586 SAR",1332,5.85,4WD,premium,Jeddah,2,1,Black,individual,0
Toyoda,suv,4,2004,"135,663 SAR",2008,"87,444 SAR",142242000mts,11.2,2WD,premium,Mecca,3,2,White,individual,0
Honta,CROSSOVER,4,2001,"60,875 SAR",2005,"43,557 SAR",89192000mts,17.59,2WD,standard,Dhahran,1,3,Silver,individual,1
Toyoda,sedan,4,1997,"78,735 SAR",2001,"53,288 SAR",71262,9.25,2WD,premium,Jeddah,2,4,Blue,company,1
Fourd,SUV,6,2002,,2007,"78,908 SAR",59478,4.14,2WD,premium,Madinah,2,2,Black,company,1
Toyoda,suv,6,2000,"89,522 SAR",2008,"29,186 SAR",98918,6.23,2WD,standard,Makkah,13,1,Black,individual,1
Shevy,SUV,4,2002,,2005,"61,317 SAR",61380,4.25,2WD,standard,JED,4,2,White,individual,0
Fourd,sedan,4,2006,"94,096 SAR",2012,"40,226 SAR",104172,6.81,4WD,standard,Dhahran,5,1,Black,individual,0
JournalMotors,CROSSOVER,8,1997,"110,229 SAR",2000,"72,569 SAR",52298,4.06,2WD,premium,Makkah,-3,2,Silver,company,1
JournalMotors,suv,8,1998,"100,387 SAR",2003,"44,632 SAR",49950,3.02,2WD,standard,Jeddah,12,1,Silver,individual,0
Huendae,suv,4,2000,"74,602 SAR",2002,"59,441 SAR",39872,17.89,2WD,standard,Medina,9,3,Black,individual,1
Fourd,suv,4,2004,"113,052 SAR",2008,"57,029 SAR",37879,5.55,2WD,standard,Madinah,4,2,Silver,individual,0
JournalMotors,SUV,4,1996,,2004,"24,749 SAR",136448,5.24,2WD,standard,Jeddah,11,3,Red,individual,0
Nesshan,suv,6,2005,"115,313 SAR",2013,"34,325 SAR",188651000mts,11.72,2WD,premium,Makkah,5,2,Black,individual,1
JournalMotors,suv,8,2007,"143,967 SAR",2011,"72,442 SAR",192188000mts,3.9,4WD,standard,Dhahran,5,1,Black,individual,1
Huendae,sedan,4,1998,"80,310 SAR",2002,"46,791 SAR",141842,23.89,4WD,premium,Jeddah,9,2,Black,company,0
Honta,SUV,8,2004,"113,052 SAR",2009,"55,414 SAR",232214,8.75,2WD,premium,Madinah,-5,1,Silver,individual,1
Fourd,suv,4,1992,"124,798 SAR",1996,"69,949 SAR",43670000mts,7.26,2WD,premium,Makkah,-3,3,White,individual,0
Toyoda,suv,4,2005,"166,052 SAR",2012,"81,635 SAR",220237,14.13,4WD,premium,Mecca,9,2,Black,individual,0
Fourd,SUV,6,1993,"109,109 SAR",1995,"68,100 SAR",17250,4.76,4WD,standard,Riyadh,9,2,Silver,individual,0
JournalMotors,SEDAN,6,1998,"80,310 SAR",2003,"37,689 SAR",194855000mts,6.47,4WD,standard,Madinah,-2,1,White,company,0
Fourd,CROSSOVER,6,2000,"83,554 SAR",2002,"57,944 SAR",21392,4.8,2WD,standard,Riyadh,3,3,Red,individual,0
Nesshan,crossover,4,2005,"65,893 SAR",2013,"20,548 SAR",178795000mts,18.43,2WD,standard,AdDhahran,10,1,White,individual,0
Huendae,SEDAN,4,1994,,1999,"31,828 SAR",92474000mts,20.87,4WD,standard,DMM,3,1,Red,individual,0
Honta,sedan,4,2005,"54,911 SAR",2007,"41,668 SAR",41282000mts,26.07,2WD,standard,Dammam,7,3,White,individual,0
Toyoda,suv,8,2000,"89,522 SAR",2006,"46,211 SAR",262080,5.76,2WD,standard,Makkah,13,2,White,individual,1
Shevy,crossover,4,2000,"116,976 SAR",2005,"46,936 SAR",193917,7.01,2WD,premium,Madinah,5,4,Gray,individual,0
BeEmW,suv,4,2000,"104,443 SAR",2004,"55,613 SAR",72058,4.0,2WD,standard,RYD,3,4,Red,individual,0
Toyoda,CROSSOVER,6,2003,"76,001 SAR",2005,"63,802 SAR",12196,11.82,2WD,standard,Dammam,0,2,Black,individual,0
Fourd,sedan,6,2004,"75,368 SAR",2006,"52,267 SAR",38367,10.51,2WD,standard,Dhahran,3,3,Gray,individual,0
JournalMotors,sedan,6,2001,"85,225 SAR",2006,"39,785 SAR",52556,6.37,4WD,standard,Makkah,7,1,Black,individual,1
JournalMotors,sedan,4,1995,,2002,"37,744 SAR",132010000mts,10.92,4WD,standard,Dammam,-2,1,Black,individual,1
Toyoda,CROSSOVER,4,1998,"68,837 SAR",2003,"37,048 SAR",97099,13.77,2WD,standard,Mecca,6,1,Black,individual,0
Fourd,sedan,4,2008,"81,581 SAR",2014,"34,875 SAR",111062,6.86,2WD,standard,Riyadh,-3,2,Black,individual,0
Toyoda,SEDAN,4,1998,"57,364 SAR",2004,"29,685 SAR",103030,13.12,2WD,standard,Medina,4,2,Black,company,0
Huendae,sedan,4,2001,"50,729 SAR",2005,"31,112 SAR",71684,24.86,2WD,standard,Makkah,7,3,Brown,individual,0
BeEmW,sedan,4,1994,,1997,"54,136 SAR",53078,10.56,2WD,premium,JED,3,4,White,individual,1
Toyoda,CROSSOVER,8,1998,"68,837 SAR",2002,"41,930 SAR",37745000mts,9.57,2WD,standard,Dammam,-2,4,Black,company,1
Shevy,CROSSOVER,4,2002,,2006,"43,851 SAR",30442,4.98,2WD,standard,Madinah,8,2,Silver,company,0
Fourd,suv,4,2007,,2012,"60,807 SAR",97049,4.63,4WD,standard,Madinah,7,4,Blue,individual,0
Toyoda,sedan,4,2002,"74,511 SAR",2007,"40,101 SAR",118318,9.8,4WD,standard,Dammam,4,2,Gray,individual,0
Honta,suv,4,1994,,1998,"49,122 SAR",141925000mts,14.36,4WD,standard,Mecca,3,2,Red,individual,1
Shevy,sedan,4,2005,"129,151 SAR",2009,"61,737 SAR",160132,9.7,4WD,premium,Dhahran,12,4,Red,individual,1
Honta,crossover,6,2002,"74,511 SAR",2004,"48,831 SAR",92733,14.35,4WD,standard,Riyadh,9,1,Gray,individual,0
JournalMotors,crossover,4,2006,,2011,"41,835 SAR",60251,9.86,2WD,standard,Riyadh,9,1,Black,individual,0
Toyoda,sedan,4,2005,,2013,"22,676 SAR",334178,12.01,2WD,standard,JED,2,1,Black,company,1
JournalMotors,suv,8,1995,"132,436 SAR",1998,"74,733 SAR",33685,3.73,2WD,premium,Dammam,10,1,Gray,individual,0
Toyoda,crossover,4,2003,"91,202 SAR",2007,"61,261 SAR",80046000mts,15.76,4WD,standard,Jeddah,11,1,Black,individual,0
Fourd,CROSSOVER,4,2004,"90,442 SAR",2005,"58,769 SAR",36715000mts,8.76,2WD,standard,Madinah,7,2,Brown,individual,0
Toyoda,suv,6,2000,,2004,"54,529 SAR",187781,9.04,2WD,standard,DMM,-3,1,Gray,individual,1
Nesshan,crossover,6,2004,"64,601 SAR",2008,"37,639 SAR",168114000mts,17.33,2WD,standard,Dammam,6,3,Black,individual,0
JournalMotors,SEDAN,4,2007,"79,981 SAR",2011,"44,829 SAR",80528000mts,7.5,2WD,standard,Riyadh,-3,2,Gray,individual,0
JournalMotors,sedan,4,2000,"69,628 SAR",2004,"35,123 SAR",204243000mts,8.11,2WD,standard,Jeddah,0,3,Black,company,0
Masda,SEDAN,4,2006,"67,211 SAR",2015,"20,007 SAR",200778,12.83,4WD,standard,JED,6,1,Gray,company,1
Toyoda,sedan,4,2004,"64,601 SAR",2011,"38,817 SAR",296978,19.55,2WD,standard,Makkah,2,2,Silver,company,0
JournalMotors,SEDAN,6,2001,"119,316 SAR",2008,"53,557 SAR",164224000mts,7.91,4WD,premium,Riyadh,4,3,Silver,individual,1
Toyoda,SUV,8,2002,,2007,"50,127 SAR",104509,6.56,2WD,standard,Dammam,8,2,White,individual,0
Toyoda,SEDAN,4,1992,"50,937 SAR",1998,"28,995 SAR",122829,17.09,2WD,standard,Riyadh,-5,2,Brown,individual,0
JournalMotors,suv,6,2004,"113,052 SAR",2005,"73,461 SAR",38873000mts,3.93,2WD,standard,Makkah,4,2,Red,individual,0
Masda,sedan,4,1993,"51,956 SAR",1998,"28,367 SAR",83376,10.46,4WD,standard,Jeddah,3,3,Black,individual,0
Toyoda,CROSSOVER,6,2001,"73,050 SAR",2006,"41,281 SAR",58336000mts,10.66,2WD,standard,Riyadh,4,1,Blue,individual,1
Toyoda,sedan,4,2002,,2003,"56,711 SAR",38346000mts,18.83,2WD,standard,Riyadh,3,4,Black,individual,0
Masda,sedan,6,1994,"44,163 SAR",2000,"26,779 SAR",72664000mts,16.16,2WD,standard,Dhahran,1,3,Red,individual,1
JournalMotors,SEDAN,8,1996,"77,191 SAR",2004,"18,809 SAR",370761,3.05,4WD,standard,Dammam,-2,2,White,individual,0
Fourd,suv,4,2002,"108,662 SAR",2009,"48,775 SAR",127577,5.71,2WD,standard,Madinah,8,2,Gray,individual,1
Masda,sedan,8,1991,,1993,"30,303 SAR",81488,10.87,2WD,standard,Mecca,2,3,Silver,individual,0
Huendae,suv,4,2007,"85,694 SAR",2012,"44,004 SAR",210745,16.19,2WD,standard,Madinah,12,2,Black,individual,0
Wolksvagon,CROSSOVER,4,2005,"94,886 SAR",2014,"29,462 SAR",168253,10.29,4WD,standard,DMM,-5,3,Black,individual,0
Huendae,suv,4,2001,"91,313 SAR",2005,"48,365 SAR",165495000mts,9.16,4WD,standard,Dhahran,4,2,Blue,individual,0
JournalMotors,SUV,4,1998,"120,465 SAR",1999,"91,553 SAR",6956,4.08,4WD,standard,Dammam,2,3,Black,individual,0
Fourd,suv,4,2001,,2001,"65,581 SAR",730,3.98,2WD,standard,Riyadh,9,2,Gray,individual,0
Toyoda,CROSSOVER,4,2008,"83,912 SAR",2010,"63,241 SAR",91599,13.05,2WD,standard,Riyadh,-3,2,Brown,individual,1
Huendae,suv,4,2005,"82,367 SAR",2009,"50,516 SAR",63217,16.45,2WD,standard,Mecca,-3,3,Black,company,0
JournalMotors,suv,4,2000,"146,220 SAR",2008,"35,630 SAR",279940000mts,3.48,2WD,premium,Riyadh,6,2,White,individual,0
Shevy,crossover,8,2005,"129,151 SAR",2010,"57,420 SAR",100361,5.0,2WD,premium,Riyadh,10,2,White,individual,0
Shevy,SUV,4,2006,"164,668 SAR",2008,"102,777 SAR",21967,7.64,2WD,premium,Dammam,10,1,Black,individual,0
JournalMotors,sedan,6,2001,"85,225 SAR",2005,"43,111 SAR",171135,7.8,4WD,standard,Jeddah,3,4,Silver,company,0
Shevy,crossover,4,1995,"105,949 SAR",2000,"49,460 SAR",87978,7.12,2WD,premium,Dammam,4,1,Silver,individual,1
Nesshan,sedan,4,2006,"78,413 SAR",2013,"42,792 SAR",143435,21.36,2WD,premium,Madinah,8,3,White,individual,1
Nesshan,sedan,4,2002,"51,744 SAR",2011,"16,136 SAR",170490,24.48,2WD,standard,Dammam,12,3,Blue,individual,0
Wolksvagon,suv,6,2002,"111,767 SAR",2008,"67,479 SAR",71971,10.16,4WD,standard,Makkah,3,2,Blue,individual,1
Fourd,crossover,4,2001,"85,225 SAR",2009,"24,289 SAR",71632,4.17,2WD,standard,AdDhahran,-3,2,Red,individual,0
Fourd,SEDAN,4,2003,"73,890 SAR",2011,"20,005 SAR",290729,10.61,2WD,standard,Dhahran,2,3,Black,individual,0
JournalMotors,crossover,4,2001,"119,316 SAR",2008,"56,675 SAR",156818,6.04,2WD,premium,Jeddah,-3,2,Black,individual,0
Nesshan,suv,6,2005,"82,367 SAR",2008,"48,803 SAR",126924000mts,8.87,2WD,standard,JED,-3,1,Black,individual,0
Honta,SEDAN,4,2008,"58,272 SAR",2009,"46,036 SAR",34605000mts,17.11,2WD,standard,Jeddah,-3,2,White,company,0
Fourd,suv,4,1997,"98,419 SAR",2003,"42,074 SAR",60886000mts,7.25,2WD,standard,JED,4,1,Gray,company,0
Huendae,SEDAN,4,2003,"52,779 SAR",2008,"28,529 SAR",90204,24.68,2WD,standard,Madinah,4,2,Blue,company,0
Shevy,sedan,8,2002,,2007,"37,575 SAR",85057,2.04,2WD,standard,AdDhahran,-2,1,White,individual,1
Fourd,SUV,6,1999,,2002,"72,804 SAR",33757,1.98,4WD,standard,DMM,5,2,Gray,individual,1
JournalMotors,suv,8,2003,"110,836 SAR",2007,"55,911 SAR",87404,4.07,2WD,standard,DMM,6,3,Black,individual,0
Mercetes,SUV,6,2003,,2005,"69,178 SAR",37479000mts,4.56,2WD,standard,Dammam,-2,2,White,individual,0
Fourd,sedan,4,2004,"126,619 SAR",2007,"75,023 SAR",69400,6.66,4WD,premium,Dammam,4,1,Red,individual,1
JournalMotors,SEDAN,8,2005,"107,626 SAR",2011,"50,994 SAR",277346,3.98,2WD,premium,Madinah,2,3,Red,individual,1
Fourd,suv,4,2007,"119,972 SAR",2010,"67,700 SAR",20933,5.5,2WD,standard,JED,4,2,Gray,individual,0
JournalMotors,suv,4,2002,"152,128 SAR",2008,"72,260 SAR",126231,4.79,2WD,premium,Makkah,3,1,Gray,individual,0
Nesshan,sedan,4,2003,,2009,"46,085 SAR",109651000mts,23.62,4WD,premium,Mecca,10,1,Silver,company,0
Fourd,crossover,6,2004,,2005,"72,172 SAR",11872000mts,7.12,2WD,standard,Jeddah,-5,2,White,company,1
Fourd,sedan,4,2006,"94,096 SAR",2010,"47,466 SAR",45260,7.24,4WD,standard,Dammam,5,3,Silver,individual,0
Shevy,suv,6,2006,"164,668 SAR",2013,"73,915 SAR",102137,3.55,2WD,premium,Makkah,-2,1,Blue,individual,1
Masda,CROSSOVER,8,1995,"54,055 SAR",2000,"25,234 SAR",96036,7.89,2WD,standard,Dhahran,5,4,Blue,individual,0
Fourd,SEDAN,4,2004,,2012,"21,479 SAR",166725000mts,11.7,2WD,standard,Dammam,2,1,Black,individual,0
JournalMotors,CROSSOVER,4,1996,"77,191 SAR",1999,"43,558 SAR",61548000mts,7.71,2WD,standard,Dammam,6,2,Gray,individual,0
Wolksvagon,suv,4,2002,"93,139 SAR",2006,"56,875 SAR",91276,7.6,2WD,standard,Riyadh,7,3,Red,individual,0
Nesshan,SEDAN,4,2004,,2007,"41,037 SAR",29192,22.3,2WD,standard,Makkah,-5,2,Gray,company,0
Nesshan,crossover,4,2001,"60,875 SAR",2009,"22,147 SAR",84482,15.67,2WD,standard,DMM,3,2,Black,individual,1
Geep,SEDAN,4,1999,"68,263 SAR",2004,"30,349 SAR",102612000mts,6.82,2WD,standard,Makkah,10,2,Red,individual,0
Huendae,SUV,6,1996,"68,921 SAR",2002,"30,936 SAR",258988,10.58,2WD,standard,Makkah,-3,3,Black,company,0
Masda,crossover,4,2000,"59,681 SAR",2004,"33,275 SAR",84831,10.08,2WD,standard,Makkah,6,2,Gray,individual,0
Wolksvagon,sedan,4,2000,"59,681 SAR",2003,"42,925 SAR",130444000mts,10.01,2WD,standard,Madinah,3,4,Blue,company,1
Shevy,suv,8,2007,"119,972 SAR",2011,"57,493 SAR",175450,3.86,2WD,standard,Madinah,5,1,Gray,individual,0
Honta,crossover,4,2007,"68,555 SAR",2010,"47,033 SAR",66010,17.28,2WD,standard,DMM,9,2,Black,individual,0
Toyoda,crossover,4,2008,,2012,"90,388 SAR",44032,8.09,4WD,premium,Madinah,-3,2,Black,company,1
Honta,sedan,4,2004,,2008,"39,620 SAR",70735000mts,18.19,4WD,standard,Riyadh,11,3,Gray,company,0
Shevy,crossover,8,1998,"96,372 SAR",2002,"51,045 SAR",39776000mts,2.07,4WD,standard,Dammam,6,2,Red,individual,1
Shevy,crossover,6,2002,"86,930 SAR",2007,"38,649 SAR",65021,6.58,2WD,standard,Riyadh,11,3,Blue,individual,0
Mercetes,suv,6,1992,"106,969 SAR",1997,"47,558 SAR",85831000mts,3.87,4WD,standard,Jeddah,9,3,Gray,individual,0
Toyoda,suv,4,2000,,2006,"46,211 SAR",215699,10.42,2WD,standard,JED,-5,1,Blue,individual,1
Nesshan,suv,4,2003,,2009,"39,277 SAR",122155,8.44,2WD,standard,Jeddah,-2,1,Red,individual,1
Honta,sedan,4,2003,"52,779 SAR",2008,"23,342 SAR",255269,13.18,2WD,standard,Mecca,5,3,White,individual,0
Shevy,SUV,4,1996,"135,085 SAR",2001,"66,731 SAR",33970000mts,5.7,2WD,premium,JED,1,2,Red,company,0
Geep,suv,4,2003,,2005,"87,625 SAR",69982000mts,6.71,4WD,standard,RYD,3,1,White,company,0
Shevy,SEDAN,4,2003,"73,890 SAR",2007,"35,410 SAR",182501,5.17,2WD,standard,Dhahran,12,2,Silver,company,0
JournalMotors,SEDAN,4,1994,"74,194 SAR",1996,"43,992 SAR",42912,6.25,4WD,standard,Madinah,9,4,Silver,individual,0
JournalMotors,suv,4,2000,"146,220 SAR",2006,"56,258 SAR",312548,5.39,2WD,premium,Dammam,-5,3,Black,individual,0
Shevy,sedan,4,1999,"68,263 SAR",2006,"29,182 SAR",54365,8.73,2WD,standard,Madinah,7,1,Silver,individual,0
Fourd,crossover,4,1997,,2002,"38,895 SAR",115197,9.6,2WD,standard,Jeddah,2,3,Black,company,0
JournalMotors,SEDAN,4,1997,"65,612 SAR",2003,"26,646 SAR",210676000mts,7.95,2WD,standard,Medina,-5,2,White,individual,0
Fourd,SUV,4,2004,,2007,"76,554 SAR",63077,8.28,4WD,standard,JED,4,2,White,individual,0
Nesshan,SEDAN,4,1998,"47,803 SAR",2002,"27,851 SAR",150142,19.55,2WD,standard,JED,-3,1,Black,individual,0
Nesshan,SUV,8,2001,,2007,"35,954 SAR",74839,8.53,2WD,standard,Mecca,13,2,White,individual,0
Nesshan,suv,6,2001,,2003,"52,493 SAR",41554,11.76,2WD,standard,Dhahran,-5,2,White,individual,0
Mercetes,crossover,6,1998,"134,921 SAR",2003,"59,835 SAR",68963,4.3,4WD,premium,RYD,-2,4,White,individual,1
Toyoda,SEDAN,4,2005,"65,893 SAR",2011,"37,509 SAR",108899000mts,19.05,2WD,standard,Madinah,8,2,White,individual,0
JournalMotors,crossover,8,2003,"88,668 SAR",2009,"37,905 SAR",138095,3.33,2WD,standard,RYD,7,1,Blue,individual,0
Toyoda,sedan,8,1999,,2003,"42,768 SAR",161369,9.1,4WD,standard,Dammam,4,2,Silver,individual,1
Shevy,SUV,4,2006,"164,668 SAR",2015,"46,930 SAR",165731,5.94,2WD,premium,JED,-5,1,Gray,individual,0
Fourd,crossover,8,2006,,2011,"41,835 SAR",97429,2.86,2WD,standard,Dammam,10,2,Silver,individual,0
Honta,CROSSOVER,4,2000,"59,681 SAR",2002,"47,804 SAR",80926,21.94,2WD,standard,Dammam,-2,1,Blue,individual,0
Huendae,sedan,4,1995,"45,046 SAR",1996,"34,054 SAR",8193,13.89,2WD,standard,Madinah,7,2,White,individual,0
Toyoda,suv,4,1999,"87,767 SAR",2007,"27,251 SAR",68661,6.54,2WD,standard,Makkah,-2,2,Gray,individual,0
Huendae,SEDAN,4,2001,,2004,"31,560 SAR",98517000mts,15.0,2WD,standard,Riyadh,11,1,Silver,individual,1
Fourd,suv,4,1999,"102,395 SAR",2004,"45,524 SAR",95352000mts,4.95,2WD,standard,Riyadh,-3,2,Silver,individual,0
Shevy,suv,6,2006,"164,668 SAR",2010,"78,913 SAR",155809,6.12,2WD,premium,AdDhahran,-3,2,Gray,individual,0
Shevy,SEDAN,4,1998,,2004,"34,332 SAR",42641,10.23,4WD,standard,Medina,-5,1,Gray,individual,0
Toyoda,SUV,4,2007,,2012,"55,344 SAR",37646,12.97,2WD,standard,Makkah,6,3,Black,individual,0
Huendae,sedan,4,2005,,2008,"39,765 SAR",137967,17.75,2WD,standard,Jeddah,-3,2,Red,individual,0
Huendae,CROSSOVER,4,2001,"73,050 SAR",2006,"37,512 SAR",195394,18.31,4WD,standard,Jeddah,4,1,Gray,company,0
Huendae,crossover,4,1999,"58,511 SAR",2006,"32,100 SAR",328222,20.73,2WD,standard,RYD,3,1,Silver,individual,0
Shevy,SEDAN,4,2006,"78,413 SAR",2011,"40,672 SAR",90816,7.0,2WD,standard,Riyadh,-5,1,Black,individual,1
Huendae,suv,4,2004,,2008,"47,274 SAR",36231,14.57,2WD,standard,Madinah,6,2,Silver,individual,1
Shevy,SEDAN,8,2002,,2009,"30,968 SAR",54861000mts,6.92,2WD,standard,Madinah,14,2,Gray,company,0
Honta,suv,4,2003,,2009,"42,644 SAR",110364,12.83,4WD,standard,Dhahran,13,4,Gray,individual,0
JournalMotors,suv,4,2002,"108,662 SAR",2003,"86,712 SAR",10082,6.57,2WD,standard,Medina,-2,3,Blue,company,1
JournalMotors,suv,4,2000,,2006,"74,823 SAR",57787,5.25,4WD,premium,Dammam,7,4,Gray,individual,1
Huendae,CROSSOVER,6,2004,"77,522 SAR",2009,"36,189 SAR",173867000mts,14.46,4WD,standard,AdDhahran,4,2,Silver,individual,0
Fourd,SEDAN,6,2001,"71,021 SAR",2006,"36,838 SAR",112214,9.71,2WD,standard,Jeddah,2,3,Black,individual,1
Masda,sedan,4,2006,"56,009 SAR",2013,"29,037 SAR",286963000mts,17.32,2WD,standard,Jeddah,4,2,Black,individual,1
BeEmW,suv,4,1996,"96,489 SAR",2001,"47,665 SAR",56417,7.53,2WD,standard,DMM,3,1,Silver,individual,0
Huendae,suv,6,1996,"96,489 SAR",1999,"63,189 SAR",56046,10.82,2WD,premium,Mecca,4,2,Red,company,1
JournalMotors,crossover,4,1997,"110,229 SAR",2002,"57,175 SAR",31131,5.14,2WD,premium,AdDhahran,3,2,Black,individual,1
Shevy,sedan,4,1997,"65,612 SAR",2001,"33,097 SAR",86273000mts,5.96,2WD,standard,Makkah,4,2,Silver,company,0
Shevy,sedan,6,2006,"78,413 SAR",2014,"20,112 SAR",148732,8.01,2WD,standard,Makkah,6,1,Gray,company,0
Toyoda,suv,4,1999,,2007,"32,702 SAR",162795000mts,12.66,4WD,standard,Madinah,8,3,Red,company,0
JournalMotors,suv,4,2007,"119,972 SAR",2012,"56,006 SAR",58184,5.18,2WD,standard,Riyadh,6,2,Silver,individual,1
Shevy,suv,8,2001,"106,532 SAR",2004,"57,110 SAR",106849,4.23,2WD,standard,Dammam,4,3,Gray,individual,0
Fourd,crossover,4,1997,"94,482 SAR",1999,"56,022 SAR",76614000mts,5.98,4WD,standard,Riyadh,-2,3,White,company,0
Nesshan,crossover,4,2004,"64,601 SAR",2008,"40,020 SAR",87508,13.52,2WD,standard,Makkah,-2,2,Silver,company,0
Nesshan,crossover,4,1994,"52,995 SAR",1999,"28,645 SAR",100172,17.61,2WD,standard,Madinah,-2,2,Gray,company,0
Toyoda,sedan,6,1997,"56,239 SAR",2002,"35,312 SAR",60070000mts,14.39,2WD,standard,Riyadh,-5,3,Gray,individual,1
Toyoda,SEDAN,4,2005,"110,701 SAR",2011,"63,016 SAR",49646,15.17,4WD,premium,RYD,-3,1,Blue,individual,0
Huendae,suv,8,2001,"91,313 SAR",2001,"69,032 SAR",946000mts,5.03,4WD,standard,Dammam,2,2,White,individual,0
Nesshan,SEDAN,6,2002,"62,093 SAR",2006,"44,428 SAR",75053,21.69,4WD,standard,Riyadh,1,3,Gray,company,1
Fourd,crossover,6,2002,"104,316 SAR",2006,"52,490 SAR",196669,7.75,4WD,standard,Dhahran,4,2,Blue,individual,1
Toyoda,suv,4,1992,"76,406 SAR",1995,"52,192 SAR",35647000mts,12.97,2WD,standard,Dhahran,-3,2,Gray,individual,0
Masda,CROSSOVER,4,1993,,1997,"38,527 SAR",162130,14.42,2WD,premium,Jeddah,9,3,Blue,individual,0
Toyoda,sedan,6,1999,"58,511 SAR",2001,"44,207 SAR",37991000mts,12.1,2WD,standard,Madinah,-3,1,Gray,individual,0
Fourd,SEDAN,4,1997,,2000,"51,835 SAR",29513,6.09,2WD,premium,Madinah,6,2,Red,company,0
Wolksvagon,suv,4,1995,"97,300 SAR",2000,"52,366 SAR",90236,12.68,4WD,standard,Jeddah,6,2,Silver,individual,0
Fourd,crossover,4,2001,,2007,"36,433 SAR",46189,4.07,2WD,standard,RYD,9,2,White,company,0
JournalMotors,sedan,4,1997,"65,612 SAR",2005,"16,829 SAR",148494,6.35,2WD,standard,Dhahran,-3,2,Gray,individual,0
Toyoda,CROSSOVER,8,2002,"74,511 SAR",2007,"42,106 SAR",47909000mts,7.63,2WD,standard,Dhahran,-2,1,Silver,individual,1
Masda,sedan,4,2006,,2007,"46,577 SAR",23751,18.99,2WD,standard,Mecca,5,1,Silver,individual,0
Geep,crossover,6,2007,"95,978 SAR",2015,"25,849 SAR",153406,4.85,2WD,standard,Dhahran,6,2,White,individual,1
Huendae,suv,4,2004,"113,052 SAR",2009,"60,956 SAR",182286,15.05,2WD,premium,Dammam,10,2,Black,individual,1
Shevy,sedan,6,2002,,2006,"51,160 SAR",82673,3.95,2WD,premium,Dammam,12,3,Gray,company,0
Wolksvagon,SUV,4,1997,"118,103 SAR",2004,"67,909 SAR",81194000mts,13.25,2WD,premium,Madinah,-2,2,Blue,individual,0
Shevy,sedan,8,2001,,2003,"42,111 SAR",74655,6.29,2WD,standard,Dhahran,-2,1,White,individual,0
Toyoda,suv,8,1998,,2002,"52,543 SAR",72087000mts,7.74,2WD,standard,Dammam,10,1,Silver,company,0
Shevy,SEDAN,4,2000,"69,628 SAR",2003,"37,326 SAR",124763,7.75,2WD,standard,RYD,10,3,Black,individual,0
Huendae,crossover,6,1997,"67,487 SAR",1998,"51,020 SAR",50135000mts,10.11,4WD,standard,Makkah,3,2,White,individual,0
Shevy,crossover,4,2002,,2005,"46,601 SAR",64691,9.67,2WD,standard,AdDhahran,4,4,Red,individual,0
JournalMotors,SEDAN,4,2003,,2007,"49,574 SAR",152212000mts,12.06,4WD,standard,Dammam,-2,2,Black,individual,1
Nesshan,suv,6,2001,"76,094 SAR",2005,"42,426 SAR",43895,14.67,2WD,standard,JED,4,2,Gray,individual,0
Fourd,crossover,4,1999,"98,299 SAR",2003,"49,586 SAR",71761,5.07,4WD,standard,DMM,-3,2,Gray,individual,0
Huendae,suv,4,2004,,2011,"38,059 SAR",54660,12.68,2WD,standard,AdDhahran,11,4,Gray,individual,1
Masda,suv,6,1999,"73,139 SAR",2000,"55,293 SAR",19493000mts,9.78,2WD,standard,Dammam,-2,2,Silver,individual,0
JournalMotors,SEDAN,4,2000,"83,554 SAR",2007,"35,719 SAR",157970000mts,6.46,4WD,standard,Riyadh,6,2,Red,individual,0
Toyoda,sedan,4,2001,,2008,"34,653 SAR",131220,15.81,2WD,standard,RYD,-2,2,Blue,individual,0
Shevy,sedan,8,1998,,1999,"52,185 SAR",39828000mts,5.31,4WD,standard,Jeddah,-2,2,White,individual,0
Wolksvagon,suv,4,2002,"93,139 SAR",2004,"70,371 SAR",42411,10.29,2WD,standard,Makkah,12,2,White,individual,0
Huendae,suv,8,2005,"98,840 SAR",2006,"78,459 SAR",12931,8.06,4WD,standard,Jeddah,10,2,Silver,individual,1
Toyoda,SEDAN,8,2005,"65,893 SAR",2012,"30,689 SAR",365515,14.24,2WD,standard,Makkah,-5,2,White,company,0
Huendae,suv,4,1999,"102,395 SAR",2006,"48,381 SAR",144304,13.37,2WD,premium,Dammam,-2,2,Gray,individual,0
