Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,sedan,8,2004,"75,368 SAR",2008,"38,019 SAR",85951,4.64,2WD,standard,Dhahran,6,3,Red,individual,0
JournalMotors,suv,8,2006,"117,620 SAR",2008,"81,569 SAR",45683,3.72,2WD,standard,Riyadh,3,2,Gray,individual,0
Shevy,crossover,4,2004,"108,530 SAR",2006,"75,265 SAR",38581,4.6,4WD,standard,Dammam,3,2,Gray,individual,0
Honta,suv,6,2001,"76,094 SAR",2002,"67,114 SAR",14085,11.27,2WD,standard,Riyadh,3,3,Black,individual,1
JournalMotors,sedan,4,2005,"107,626 SAR",2007,"67,174 SAR",102348,6.1,2WD,premium,Dhahran,1,3,Silver,individual,0
Honta,crossover,6,1993,"87,287 SAR",2000,"43,534 SAR",39613,11.66,4WD,premium,Makkah,3,4,Gray,individual,0
JournalMotors,suv,8,1999,"143,353 SAR",1999,"98,053 SAR",1139,4.17,2WD,premium,Jeddah,3,1,Silver,company,0
Nesshan,suv,4,2004,"80,752 SAR",2006,"55,706 SAR",41991,9.81,2WD,standard,Jeddah,10,2,Silver,individual,0
Honta,suv,6,2002,"77,616 SAR",2010,"24,449 SAR",90070,13.3,2WD,standard,Dammam,3,3,Black,individual,0
Nesshan,sedan,4,1999,"58,511 SAR",2003,"35,885 SAR",43730,17.82,4WD,standard,Jeddah,9,2,White,individual,0
JournalMotors,suv,4,2005,"161,439 SAR",2011,"65,564 SAR",293658,9.11,2WD,premium,Madinah,12,3,Gray,company,0
Huendae,sedan,4,2005,"54,911 SAR",2009,"33,677 SAR",37072,19.77,2WD,standard,Dhahran,10,3,Gray,company,0
Fourd,sedan,6,2009,"83,213 SAR",2012,"44,609 SAR",137338,3.36,2WD,standard,Madinah,9,1,Brown,individual,0
Honta,crossover,6,1993,"87,287 SAR",1996,"66,538 SAR",57889,16.5,4WD,premium,Dhahran,2,2,Black,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2010,"51,268 SAR",93533,4.35,2WD,standard,Riyadh,4,2,White,individual,0
Toyoda,crossover,6,2006,"80,653 SAR",2011,"43,407 SAR",94790,12.24,2WD,standard,Makkah,7,3,White,company,0
JournalMotors,suv,4,1999,"102,395 SAR",2003,"51,524 SAR",137601,3.78,2WD,standard,Jeddah,5,3,White,company,1
Toyoda,crossover,6,2002,"74,511 SAR",2004,"62,551 SAR",41958,13.08,2WD,standard,Makkah,0,1,Gray,company,0
Fourd,crossover,4,1994,"74,194 SAR",1994,"45,673 SAR",954,9.66,2WD,standard,Jeddah,7,3,Red,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2006,"36,039 SAR",95332,15.12,2WD,standard,Madinah,6,2,White,company,0
JournalMotors,sedan,4,2005,"76,875 SAR",2012,"31,220 SAR",300478,4.81,2WD,standard,Jeddah,4,3,Blue,individual,0
JournalMotors,sedan,4,2005,"76,875 SAR",2012,"34,507 SAR",143297,5.28,2WD,standard,Jeddah,5,3,Red,individual,1
Masda,sedan,4,1999,"48,759 SAR",2001,"35,150 SAR",81168,20.29,2WD,standard,Dammam,12,2,White,company,0
Huendae,suv,4,2005,"138,376 SAR",2012,"65,382 SAR",136630,9.89,4WD,premium,Riyadh,7,3,Red,company,0
Huendae,sedan,6,2002,"51,744 SAR",2008,"24,449 SAR",104905,14.41,2WD,standard,Riyadh,5,2,White,individual,0
JournalMotors,crossover,6,2006,"94,096 SAR",2013,"38,214 SAR",318733,7.02,2WD,standard,Makkah,7,2,Red,individual,0
Huendae,sedan,8,1994,"52,995 SAR",1998,"34,471 SAR",74200,14.31,4WD,standard,Dhahran,2,1,Red,individual,1
Fourd,sedan,4,2003,"73,890 SAR",2005,"46,118 SAR",38962,7.28,2WD,standard,Jeddah,4,1,White,individual,0
Huendae,crossover,4,1999,"81,916 SAR",2006,"42,575 SAR",127918,24.33,2WD,premium,Dammam,14,3,Gray,individual,0
Honta,sedan,6,2007,"57,129 SAR",2012,"28,073 SAR",113357,13.96,2WD,standard,Dammam,4,1,White,individual,0
Honta,sedan,8,1998,"66,925 SAR",1999,"48,065 SAR",42546,12.92,2WD,premium,Jeddah,8,1,Black,individual,0
Honta,suv,4,1997,"84,359 SAR",2005,"23,915 SAR",74843,14.23,4WD,standard,Dhahran,7,3,Gray,individual,0
Geep,suv,4,1994,"92,742 SAR",2001,"39,647 SAR",113901,6.68,2WD,standard,Makkah,5,3,White,individual,0
Honta,crossover,4,1998,"80,310 SAR",2002,"46,791 SAR",178805,24.43,2WD,premium,Makkah,4,1,Gray,individual,0
Fourd,crossover,4,2007,"115,173 SAR",2015,"28,064 SAR",377991,7.79,4WD,standard,Jeddah,4,1,White,individual,0
Honta,suv,6,2006,"100,817 SAR",2014,"28,510 SAR",277161,12.98,4WD,standard,Jeddah,4,1,White,individual,1
Shevy,crossover,4,2003,"106,402 SAR",2005,"69,731 SAR",20455,7.53,4WD,standard,Dhahran,8,2,Gray,individual,1
Shevy,crossover,4,2007,"95,978 SAR",2011,"53,795 SAR",79724,7.91,2WD,standard,Dhahran,1,1,Gray,individual,0
Huendae,crossover,4,2002,"74,511 SAR",2004,"51,401 SAR",18092,14.06,4WD,standard,Jeddah,4,3,Gray,individual,0
Nesshan,sedan,4,2002,"51,744 SAR",2005,"39,444 SAR",29262,16.58,2WD,standard,Jeddah,0,1,Gray,individual,0
Toyoda,sedan,4,2001,"85,225 SAR",2006,"45,868 SAR",107552,13.63,2WD,premium,Dammam,8,2,Blue,company,0
Huendae,suv,8,1996,"68,921 SAR",2002,"32,565 SAR",45045,11.28,2WD,standard,Jeddah,12,3,Red,individual,0
Geep,suv,4,2005,"115,313 SAR",2009,"58,169 SAR",38102,5.68,2WD,standard,Riyadh,5,2,Gray,company,0
Toyoda,sedan,4,1997,"94,482 SAR",2001,"64,106 SAR",41180,13.23,4WD,premium,Dhahran,2,2,White,individual,0
Wolksvagon,sedan,4,2004,"64,601 SAR",2010,"38,817 SAR",262154,18.74,2WD,standard,Riyadh,2,1,White,individual,0
Masda,suv,4,2004,"80,752 SAR",2006,"55,706 SAR",13869,11.25,2WD,standard,Dhahran,6,1,White,individual,0
Masda,sedan,4,2005,"54,911 SAR",2012,"27,112 SAR",328519,16.33,2WD,standard,Madinah,8,3,Gray,individual,0
Shevy,crossover,4,2007,"95,978 SAR",2014,"45,589 SAR",74138,3.95,2WD,standard,Jeddah,3,3,Black,individual,0
Fourd,suv,4,2008,"122,372 SAR",2016,"31,388 SAR",176527,5.64,2WD,standard,Makkah,5,1,Black,individual,0
Mercetes,sedan,6,2005,"76,875 SAR",2009,"43,088 SAR",72680,3.76,2WD,standard,Dammam,3,3,Black,individual,0
Nesshan,sedan,4,2001,"60,875 SAR",2006,"32,905 SAR",116493,21.14,4WD,standard,Dammam,5,2,Gray,individual,0
Masda,sedan,4,2000,"59,681 SAR",2006,"31,019 SAR",128671,20.17,4WD,standard,Makkah,5,2,Black,individual,0
Shevy,sedan,6,1995,"63,065 SAR",2002,"26,960 SAR",56474,6.79,2WD,standard,Madinah,5,2,Silver,individual,0
Huendae,sedan,6,2001,"50,729 SAR",2007,"26,366 SAR",74527,18.68,2WD,standard,Dammam,5,1,White,individual,0
Masda,crossover,6,2002,"62,093 SAR",2009,"32,598 SAR",64256,9.54,2WD,standard,Madinah,2,2,Silver,individual,0
Masda,sedan,4,2007,"57,129 SAR",2011,"38,833 SAR",34220,23.23,2WD,standard,Dammam,1,4,Black,individual,1
Huendae,suv,4,1994,"79,493 SAR",1997,"49,455 SAR",111003,13.69,4WD,standard,Madinah,10,3,Gray,individual,1
Fourd,suv,4,2008,"171,320 SAR",2010,"101,582 SAR",78922,8.15,2WD,premium,Madinah,4,3,Black,individual,0
JournalMotors,suv,4,2006,"117,620 SAR",2008,"73,412 SAR",101315,5.8,2WD,standard,Madinah,3,1,Red,individual,0
Masda,suv,8,2003,"79,168 SAR",2007,"46,592 SAR",159828,4.88,2WD,standard,Makkah,3,2,White,company,0
Toyoda,sedan,8,2001,"73,050 SAR",2009,"23,816 SAR",96430,11.15,4WD,standard,Riyadh,9,2,Silver,individual,1
Shevy,sedan,8,1997,"78,735 SAR",2001,"35,746 SAR",204590,5.59,4WD,standard,Madinah,10,2,Gray,individual,0
Huendae,suv,8,1998,"71,705 SAR",2003,"35,235 SAR",94873,7.12,2WD,standard,Jeddah,6,1,Blue,individual,0
Shevy,suv,8,2002,"108,662 SAR",2010,"27,871 SAR",191393,3.13,2WD,standard,Madinah,5,3,White,individual,0
JournalMotors,crossover,4,1999,"81,916 SAR",2006,"36,964 SAR",299472,8.16,2WD,standard,Riyadh,3,2,Red,individual,0
Honta,crossover,4,1999,"81,916 SAR",2005,"38,705 SAR",96752,14.21,2WD,premium,Jeddah,14,1,Silver,individual,0
Wolksvagon,suv,4,2004,"96,902 SAR",2009,"55,050 SAR",213084,9.58,2WD,standard,Dammam,2,2,Black,individual,0
Toyoda,suv,4,1998,"120,465 SAR",2005,"69,094 SAR",109485,8.53,2WD,premium,Makkah,0,4,White,individual,1
Wolksvagon,suv,4,2000,"89,522 SAR",2004,"54,666 SAR",40995,11.15,2WD,standard,Riyadh,10,1,Black,company,0
Geep,sedan,4,2006,"94,096 SAR",2011,"41,730 SAR",201497,8.53,4WD,standard,Dhahran,6,2,White,individual,1
Huendae,crossover,4,1999,"58,511 SAR",2004,"28,680 SAR",212414,14.58,2WD,standard,Dammam,6,2,Gray,individual,1
JournalMotors,sedan,4,1995,"63,065 SAR",1998,"35,587 SAR",18140,8.28,2WD,standard,Dammam,10,3,Gray,individual,0
Fourd,crossover,4,2002,"104,316 SAR",2007,"46,378 SAR",102371,10.06,4WD,standard,Makkah,4,1,Gray,individual,0
Toyoda,suv,4,1991,"89,890 SAR",1994,"64,815 SAR",31501,10.98,4WD,standard,Makkah,3,4,Red,individual,0
Masda,suv,4,2002,"77,616 SAR",2005,"48,288 SAR",106355,7.94,2WD,standard,Makkah,13,2,Brown,individual,1
JournalMotors,suv,8,2000,"125,332 SAR",2005,"52,936 SAR",210826,2.96,4WD,standard,Madinah,12,1,Silver,individual,0
Toyoda,suv,4,2003,"95,002 SAR",2006,"61,651 SAR",127247,9.45,2WD,standard,Jeddah,8,3,Red,individual,0
JournalMotors,crossover,4,2008,"137,056 SAR",2012,"69,137 SAR",50738,3.22,2WD,premium,Madinah,6,2,Gray,individual,0
Shevy,crossover,6,2005,"92,251 SAR",2010,"45,571 SAR",86628,4.46,2WD,standard,Dammam,3,3,Gray,individual,0
Toyoda,sedan,4,2000,"83,554 SAR",2004,"62,360 SAR",94084,17.03,2WD,premium,Dammam,3,2,White,individual,0
Fourd,suv,8,2001,"106,532 SAR",2005,"56,725 SAR",76972,3.82,2WD,standard,Jeddah,3,4,Black,individual,0
Honta,suv,4,1999,"122,874 SAR",2003,"68,508 SAR",49263,13.6,4WD,premium,Dhahran,13,2,Gray,individual,0
Honta,suv,6,1999,"122,874 SAR",2001,"84,764 SAR",21238,10.74,4WD,premium,Dammam,6,1,Black,individual,0
Nesshan,crossover,6,2005,"79,072 SAR",2008,"49,317 SAR",20368,13.83,4WD,standard,Jeddah,11,2,Gray,individual,0
Fourd,sedan,4,1996,"90,056 SAR",1998,"62,453 SAR",41233,6.52,2WD,premium,Jeddah,3,2,Red,individual,0
Toyoda,suv,4,2004,"96,902 SAR",2008,"62,131 SAR",47364,7.28,2WD,standard,Jeddah,5,2,Red,individual,1
Fourd,crossover,4,2001,"102,271 SAR",2009,"27,544 SAR",96526,8.28,4WD,standard,Dhahran,10,1,Black,individual,1
Wolksvagon,crossover,4,1995,"64,866 SAR",2002,"37,297 SAR",72609,14.08,2WD,standard,Madinah,0,2,Brown,individual,0
JournalMotors,sedan,4,1998,"66,925 SAR",2004,"28,610 SAR",132670,7.97,2WD,standard,Dammam,13,1,Gray,individual,0
Toyoda,sedan,4,2001,"102,271 SAR",2004,"73,005 SAR",136771,20.85,4WD,premium,Dammam,9,2,Black,individual,0
JournalMotors,suv,6,2004,"113,052 SAR",2008,"56,886 SAR",178406,2.89,2WD,standard,Makkah,4,2,Black,company,1
Toyoda,sedan,6,1993,"72,739 SAR",1997,"51,821 SAR",39452,14.91,2WD,premium,Madinah,3,1,Blue,individual,1
Huendae,sedan,4,2004,"75,368 SAR",2009,"42,776 SAR",100329,20.09,2WD,premium,Dhahran,10,2,Silver,individual,1
JournalMotors,sedan,4,2005,"76,875 SAR",2009,"43,088 SAR",68032,5.25,2WD,standard,Dammam,3,1,Gray,individual,0
Nesshan,suv,4,1994,"66,244 SAR",2000,"33,039 SAR",286232,10.8,2WD,standard,Dammam,2,2,Silver,individual,0
Shevy,sedan,8,2008,"97,897 SAR",2011,"61,381 SAR",56507,6.85,4WD,standard,Dhahran,2,1,Gray,individual,0
Fourd,suv,6,1995,"132,436 SAR",1999,"70,147 SAR",35585,4.47,2WD,premium,Madinah,7,2,Silver,individual,1
Toyoda,sedan,4,2003,"63,334 SAR",2008,"37,494 SAR",51736,16.75,2WD,standard,Jeddah,10,3,Gray,individual,0
Toyoda,sedan,6,2002,"74,511 SAR",2008,"38,559 SAR",124453,13.35,4WD,standard,Makkah,11,1,Silver,individual,0
Honta,sedan,4,1993,"51,956 SAR",1997,"27,519 SAR",76107,14.84,4WD,standard,Makkah,10,4,Brown,company,0
JournalMotors,suv,4,1997,"98,419 SAR",2004,"39,970 SAR",347053,3.39,2WD,standard,Dhahran,4,3,White,individual,0
Wolksvagon,crossover,4,2005,"79,072 SAR",2010,"40,428 SAR",242214,14.39,2WD,standard,Dhahran,11,2,Gray,individual,0
Toyoda,suv,4,1998,"86,046 SAR",2000,"61,761 SAR",99203,14.78,2WD,standard,Makkah,4,3,Black,company,0
Fourd,sedan,6,2006,"78,413 SAR",2009,"46,460 SAR",25853,5.45,2WD,standard,Dammam,5,3,White,individual,1
Toyoda,crossover,4,2003,"91,202 SAR",2007,"52,907 SAR",28860,11.09,4WD,standard,Makkah,10,4,White,individual,0
Fourd,crossover,4,2001,"119,316 SAR",2005,"57,179 SAR",158938,8.28,2WD,premium,Riyadh,4,1,White,individual,0
Masda,sedan,6,2003,"52,779 SAR",2005,"34,502 SAR",72024,11.49,2WD,standard,Makkah,7,4,Gray,individual,1
Mercetes,crossover,8,2006,"131,734 SAR",2012,"65,702 SAR",120721,5.97,2WD,premium,Jeddah,3,3,Gray,individual,1
JournalMotors,suv,4,2006,"117,620 SAR",2009,"66,207 SAR",63238,6.83,2WD,standard,Dhahran,8,4,White,individual,1
Toyoda,suv,4,2009,"106,988 SAR",2012,"73,083 SAR",21022,11.49,2WD,standard,Dammam,8,3,White,individual,0
Shevy,crossover,4,2005,"154,982 SAR",2012,"69,935 SAR",248610,4.24,4WD,premium,Dammam,3,1,White,individual,0
Shevy,crossover,4,2004,"90,442 SAR",2012,"24,487 SAR",382718,7.39,2WD,standard,Madinah,3,2,Black,individual,0
Fourd,sedan,4,2002,"72,441 SAR",2006,"36,542 SAR",66308,12.11,2WD,standard,Madinah,13,2,Silver,individual,0
JournalMotors,crossover,8,2004,"126,619 SAR",2005,"86,607 SAR",6529,5.37,2WD,premium,Dhahran,7,3,White,individual,0
JournalMotors,sedan,8,2002,"72,441 SAR",2008,"30,968 SAR",112179,2.26,2WD,standard,Dammam,4,2,Silver,individual,0
Honta,suv,4,2001,"76,094 SAR",2004,"47,341 SAR",141361,10.66,2WD,standard,Dhahran,7,3,Blue,individual,1
JournalMotors,sedan,8,2002,"72,441 SAR",2008,"29,420 SAR",274900,2.74,2WD,standard,Jeddah,6,3,Gray,individual,0
Fourd,suv,4,2006,"164,668 SAR",2008,"113,911 SAR",82900,3.22,2WD,premium,Jeddah,1,3,Silver,individual,1
BeEmW,sedan,4,2000,"69,628 SAR",2005,"32,504 SAR",42410,9.21,2WD,standard,Riyadh,4,3,Gray,individual,1
JournalMotors,sedan,4,2001,"71,021 SAR",2002,"53,975 SAR",10513,8.1,2WD,standard,Dhahran,3,3,Black,individual,0
BeEmW,crossover,4,1995,"75,678 SAR",1997,"47,234 SAR",45552,6.79,2WD,standard,Madinah,6,1,Blue,company,0
Wolksvagon,sedan,6,2004,"77,522 SAR",2008,"44,971 SAR",80059,8.37,4WD,standard,Dhahran,5,4,Red,individual,0
JournalMotors,sedan,4,2003,"124,136 SAR",2003,"76,418 SAR",1261,5.02,4WD,premium,Riyadh,9,1,Blue,individual,0
Toyoda,suv,6,2005,"118,608 SAR",2009,"76,049 SAR",36852,11.09,4WD,standard,Makkah,4,1,White,company,1
Honta,sedan,4,2002,"62,093 SAR",2005,"44,730 SAR",63985,17.76,4WD,standard,Dhahran,8,1,Black,individual,1
Masda,sedan,4,1996,"45,947 SAR",2005,"14,328 SAR",206447,15.08,2WD,standard,Makkah,5,3,Silver,company,0
Shevy,suv,8,2007,"201,554 SAR",2010,"126,374 SAR",52141,2.39,4WD,premium,Dhahran,3,3,Silver,individual,0
Wolksvagon,sedan,4,1997,"67,487 SAR",2003,"38,805 SAR",55305,10.75,4WD,standard,Makkah,1,3,Black,company,0
Fourd,sedan,6,2001,"71,021 SAR",2007,"31,879 SAR",74059,5.63,2WD,standard,Makkah,9,1,Blue,company,1
Fourd,sedan,4,2004,"126,619 SAR",2006,"79,029 SAR",12129,9.16,4WD,premium,Madinah,9,2,Black,company,0
Shevy,suv,6,2005,"115,313 SAR",2012,"49,296 SAR",72690,4.14,2WD,standard,Dhahran,6,2,Silver,company,0
Masda,crossover,4,2001,"60,875 SAR",2005,"35,637 SAR",201599,12.51,2WD,standard,Madinah,1,3,Gray,individual,1
Toyoda,sedan,4,1995,"64,866 SAR",1997,"51,214 SAR",90009,16.28,4WD,standard,Dhahran,12,3,Blue,individual,0
Toyoda,sedan,4,1997,"78,735 SAR",2000,"62,120 SAR",54742,19.73,2WD,premium,Madinah,11,2,Black,individual,1
Nesshan,suv,4,2006,"84,014 SAR",2012,"39,696 SAR",57185,9.19,2WD,standard,Jeddah,11,2,Black,company,0
Honta,suv,4,2002,"93,139 SAR",2010,"28,972 SAR",307348,18.01,4WD,standard,Riyadh,7,2,Red,individual,1
Nesshan,suv,6,2007,"102,833 SAR",2011,"66,890 SAR",41366,12.94,4WD,standard,Dhahran,1,2,Silver,individual,1
BeEmW,crossover,6,1998,"80,310 SAR",2003,"41,656 SAR",109090,5.5,2WD,standard,Riyadh,0,1,Silver,company,1
Huendae,crossover,8,2007,"82,266 SAR",2011,"43,574 SAR",145232,9.2,4WD,standard,Dammam,14,1,White,individual,0
JournalMotors,suv,4,1993,"90,924 SAR",1997,"43,573 SAR",152562,5.84,2WD,standard,Madinah,5,3,Black,individual,0
JournalMotors,sedan,8,1991,"58,262 SAR",1998,"24,907 SAR",101864,3.14,2WD,standard,Riyadh,4,1,Red,individual,0
Fourd,sedan,6,1997,"65,612 SAR",1999,"40,951 SAR",34078,5.72,2WD,standard,Dammam,8,2,Silver,individual,0
Nesshan,sedan,4,2007,"57,129 SAR",2014,"29,618 SAR",251403,25.82,2WD,standard,Jeddah,12,2,Blue,company,1
Toyoda,suv,6,1998,"86,046 SAR",2005,"47,002 SAR",285999,9.83,2WD,standard,Dammam,3,1,Black,individual,0
BeEmW,sedan,4,2007,"95,978 SAR",2014,"41,030 SAR",152103,7.16,4WD,standard,Dhahran,5,1,Black,individual,0
Toyoda,sedan,4,2009,"71,325 SAR",2014,"38,108 SAR",177249,19.94,2WD,standard,Dammam,6,4,Gray,company,0
Shevy,suv,4,1994,"92,742 SAR",1997,"52,334 SAR",41757,4.34,2WD,standard,Madinah,13,2,Gray,individual,0
Huendae,sedan,4,1995,"63,065 SAR",2001,"38,241 SAR",125115,19.64,2WD,premium,Riyadh,3,2,White,individual,1
Shevy,suv,4,2003,"155,170 SAR",2004,"117,929 SAR",18783,4.53,2WD,premium,Jeddah,3,3,White,company,0
Honta,sedan,4,1999,"48,759 SAR",2002,"33,452 SAR",72223,16.29,2WD,standard,Madinah,4,3,Red,individual,0
Shevy,sedan,4,2002,"72,441 SAR",2008,"30,891 SAR",200876,6.2,2WD,standard,Makkah,4,1,White,individual,1
Wolksvagon,suv,4,1992,"76,406 SAR",1997,"39,065 SAR",170531,9.64,2WD,standard,Dammam,9,2,White,company,0
Nesshan,sedan,6,2001,"50,729 SAR",2004,"30,057 SAR",104715,11.26,2WD,standard,Dammam,14,3,Blue,individual,0
JournalMotors,crossover,4,2003,"88,668 SAR",2005,"55,342 SAR",38145,6.79,2WD,standard,Dhahran,7,2,Black,company,0
Toyoda,suv,6,1998,"103,255 SAR",2004,"53,434 SAR",112201,8.39,4WD,standard,Jeddah,8,1,Black,individual,0
Fourd,suv,4,1993,"90,924 SAR",1999,"40,813 SAR",59531,7.51,2WD,standard,Makkah,11,1,Silver,individual,1
Shevy,suv,4,1995,"94,597 SAR",1999,"45,333 SAR",31247,4.53,2WD,standard,Jeddah,8,4,Blue,individual,0
Fourd,sedan,8,2000,"69,628 SAR",2004,"35,123 SAR",86983,7.22,2WD,standard,Dammam,5,3,Gray,individual,0
JournalMotors,crossover,8,2008,"117,477 SAR",2012,"62,553 SAR",48244,4.2,4WD,standard,Makkah,3,4,Blue,individual,0
Fourd,suv,4,2000,"125,332 SAR",2004,"66,384 SAR",35510,5.32,4WD,standard,Riyadh,13,2,White,individual,1
Masda,suv,8,2005,"82,367 SAR",2013,"23,351 SAR",91258,5.3,2WD,standard,Dammam,5,1,Blue,individual,0
Shevy,sedan,8,2006,"94,096 SAR",2014,"28,158 SAR",66846,5.38,4WD,standard,Madinah,3,1,Blue,individual,1
Huendae,crossover,6,1993,"51,956 SAR",1996,"37,427 SAR",21346,17.85,2WD,standard,Dammam,5,1,Silver,individual,1
Shevy,sedan,4,2001,"71,021 SAR",2006,"31,575 SAR",98616,9.1,2WD,standard,Makkah,10,2,Brown,individual,0
Shevy,crossover,4,2008,"137,056 SAR",2017,"33,397 SAR",205332,9.83,2WD,premium,Dammam,5,4,Silver,individual,0
Masda,suv,8,2006,"84,014 SAR",2013,"39,696 SAR",83310,8.31,2WD,standard,Dhahran,8,1,Red,individual,0
Honta,crossover,4,2003,"106,402 SAR",2009,"52,788 SAR",47887,13.69,4WD,premium,Madinah,5,3,Black,individual,1
Honta,suv,4,2004,"96,902 SAR",2008,"60,030 SAR",36364,9.89,4WD,standard,Jeddah,2,2,Silver,company,0
Shevy,sedan,4,1995,"75,678 SAR",1995,"51,763 SAR",1114,5.84,4WD,standard,Dammam,2,1,White,individual,0
Masda,sedan,4,1998,"47,803 SAR",2007,"12,874 SAR",301786,10.61,2WD,standard,Madinah,4,2,Silver,individual,0
Shevy,sedan,6,2006,"78,413 SAR",2008,"46,494 SAR",87307,4.9,2WD,standard,Dhahran,6,2,Gray,individual,0
Fourd,sedan,6,2005,"76,875 SAR",2009,"34,998 SAR",153445,4.15,2WD,standard,Dammam,5,4,Gray,company,0
Shevy,sedan,4,2002,"72,441 SAR",2004,"50,237 SAR",37913,4.61,2WD,standard,Madinah,1,2,White,individual,0
JournalMotors,sedan,4,1994,"61,828 SAR",1996,"38,589 SAR",24060,7.18,2WD,standard,Madinah,5,2,Red,individual,0
Fourd,sedan,6,2000,"69,628 SAR",2007,"28,277 SAR",238984,6.67,2WD,standard,Jeddah,5,3,Black,company,0
Honta,crossover,4,1999,"58,511 SAR",2005,"30,411 SAR",116652,18.55,2WD,standard,Madinah,6,1,Blue,individual,0
BeEmW,suv,4,2004,"113,052 SAR",2011,"48,329 SAR",72751,7.34,2WD,standard,Dammam,11,3,Blue,company,0
Huendae,suv,4,2000,"74,602 SAR",2005,"36,659 SAR",89376,14.03,2WD,standard,Jeddah,4,1,Blue,individual,0
Masda,sedan,4,2008,"81,581 SAR",2014,"40,688 SAR",123290,12.21,2WD,premium,Dhahran,2,4,Blue,individual,0
Shevy,sedan,4,2006,"94,096 SAR",2011,"41,835 SAR",84016,8.36,4WD,standard,Dammam,4,2,Black,individual,0
Fourd,crossover,6,2002,"121,702 SAR",2007,"53,973 SAR",81180,3.6,2WD,premium,Dhahran,11,4,Red,individual,1
Honta,sedan,4,2002,"62,093 SAR",2006,"37,986 SAR",49668,20.48,4WD,standard,Jeddah,7,4,Blue,individual,1
JournalMotors,suv,4,1997,"118,103 SAR",1999,"73,713 SAR",44203,6.21,4WD,standard,Makkah,4,1,Gray,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2012,"28,925 SAR",363491,7.52,2WD,standard,Dhahran,4,2,Red,individual,1
Huendae,suv,4,2002,"93,139 SAR",2009,"44,008 SAR",53453,13.27,4WD,standard,Riyadh,11,3,White,individual,0
JournalMotors,crossover,6,2002,"121,702 SAR",2009,"57,808 SAR",136618,5.02,2WD,premium,Dhahran,1,2,Silver,individual,0
Toyoda,suv,4,2004,"162,796 SAR",2008,"121,502 SAR",30318,15.51,4WD,premium,Madinah,2,3,White,company,0
Shevy,suv,6,1993,"109,109 SAR",2001,"31,096 SAR",175064,3.17,4WD,standard,Dhahran,1,2,Black,individual,0
Shevy,suv,6,2007,"119,972 SAR",2011,"60,368 SAR",182215,3.85,2WD,standard,Riyadh,4,2,Gray,individual,1
Fourd,suv,4,2008,"122,372 SAR",2015,"52,183 SAR",304311,3.22,2WD,standard,Dammam,8,1,White,individual,1
Mercetes,suv,6,2004,"113,052 SAR",2009,"52,776 SAR",91841,5.26,2WD,standard,Makkah,8,3,Red,individual,1
JournalMotors,suv,4,1999,"122,874 SAR",2001,"76,691 SAR",41675,5.06,4WD,standard,Madinah,5,2,Silver,company,0
JournalMotors,sedan,8,1993,"60,616 SAR",1998,"25,602 SAR",206624,5.16,2WD,standard,Jeddah,14,3,Red,individual,0
JournalMotors,suv,4,1999,"122,874 SAR",2001,"72,857 SAR",80501,7.09,4WD,standard,Jeddah,10,2,Gray,company,0
Shevy,sedan,4,2000,"69,628 SAR",2003,"45,839 SAR",59267,10.27,2WD,standard,Dhahran,3,1,Silver,individual,1
JournalMotors,crossover,6,2005,"92,251 SAR",2011,"39,437 SAR",66718,6.51,2WD,standard,Jeddah,4,2,Black,company,0
Nesshan,suv,4,1995,"67,569 SAR",2000,"35,048 SAR",198967,12.77,2WD,standard,Jeddah,3,3,Silver,individual,0
Huendae,sedan,4,1992,"50,937 SAR",1999,"26,474 SAR",173979,23.39,4WD,standard,Dammam,4,3,Red,individual,0
Nesshan,crossover,4,1998,"57,364 SAR",2004,"29,814 SAR",302832,18.94,2WD,standard,Madinah,3,1,Red,individual,0
Masda,sedan,6,2006,"78,413 SAR",2011,"38,532 SAR",113014,12.66,2WD,premium,Riyadh,10,2,Silver,company,0
Fourd,sedan,6,2002,"72,441 SAR",2006,"38,370 SAR",78701,7.14,2WD,standard,Dhahran,6,2,Red,individual,1
Wolksvagon,crossover,4,1999,"84,256 SAR",2005,"41,422 SAR",257301,8.32,4WD,standard,Makkah,6,1,Black,company,0
Masda,suv,6,2005,"82,367 SAR",2010,"40,475 SAR",94385,11.13,2WD,standard,Dhahran,10,1,White,company,0
Geep,suv,8,2006,"164,668 SAR",2007,"107,001 SAR",42721,2.72,2WD,premium,Dammam,9,2,Silver,individual,0
Masda,suv,4,2004,"80,752 SAR",2009,"46,295 SAR",42449,10.32,2WD,standard,Dammam,1,3,Blue,company,1
Fourd,crossover,6,2007,"115,173 SAR",2012,"48,524 SAR",227619,4.4,4WD,standard,Jeddah,8,4,Brown,individual,1
Shevy,crossover,6,2003,"88,668 SAR",2009,"36,010 SAR",245886,4.43,2WD,standard,Dhahran,9,3,Gray,individual,0
Fourd,crossover,8,2005,"92,251 SAR",2007,"54,699 SAR",98684,5.05,2WD,standard,Madinah,4,2,White,individual,0
